"","Store #","Address 1","City","fixedState","zip","fullAddress","StateInOrigFile"
"5193",17507,"4889 W HWY 34","NEWNAN","GA",30263,"34 West St, Newnan, GA 30263","GA"
"5194",17508,"3736 LEWIS B PULLER MEMORIAL H","SHACKLEFORDS","VA",23156,"3736 Lewis B Puller Memorial H, Shacklefords, VA 23156","VA"
"5195",17509,"5817 JAMESTOWN ST","SINCLAIRVILLE","NY",14782,"5817 Jamestown St, Sinclairville, NY 14782","NY"
"5196",17510,"1695 E DOGWOOD TRAIL","CHANCELLOR","AL",36318,"1695 E Dogwood Trail, Coffee Springs, AL 36318","AL"
"5197",17511,"12700 SHORTLINE HWY","PINE GROVE","WV",26419,"12700 Shortline Hwy, Pine Grove, WV 26419","PA"
"5198",17512,"1257 HWY 2 & 41","BARK RIVER","OH",43609,"1257 OH-2, Toledo, OH 43609","MI"
"5199",17513,"321 S WALNUT ST","TAMAROA","IL",62888,"321 S Walnut St, Tamaroa, IL 62888","IL"
"5200",17514,"3110 RT. 28","SHOKAN","NY",12481,"3110 NY-28, Shokan, NY 12481","NY"
"5201",17515,"8235 S STATE HWY 61","SHOW LOW","AZ",85901,"1701 E Deuce Of Clubs, Show Low, AZ 85901","AZ"
"5202",17517,"8376 NC 87","REIDSVILLE","NC",27320,"8376 NC-87, Reidsville, NC 27320","NC"
"5203",17518,"315 STATE ST W","GREY EAGLE","MN",56336,"315 State St W, Grey Eagle, MN 56336","MN"
"5204",17519,"1958 W ADAMS","PORT O CONNOR","TX",77982,"1958 w adams, Port O'Connor, TX 77982","TX"
"5205",17520,"5110 E STATE HWY 37","TUTTLE","OK",73089,"5110 E State Hwy 37, Tuttle, OK 73089","OK"
"5206",17521,"1713 WILLIAMSON RD","GRIFFIN","GA",30224,"1713 Williamson Zebulon Rd, Griffin, GA 30224","GA"
"5207",17522,"502 S 1ST ST","STEPHENS","AR",71764,"502 S 1st St, Stephens, AR 71764","AR"
"5208",17523,"202 N 5TH ST","SCRANTON","AR",72863,"202 5th St, Scranton, AR 72863","PA"
"5209",17524,"12795 HWY 17","ROBY","MO",65557,"12795 MO-17, Roby, MO 65557","MO"
"5210",17526,"7140 STATE HWY 30","ANDERSON","TX",77830,"7140 SH 30, Anderson, TX 77830","SC"
"5211",17527,"20 WILSON DISTRICT RD","HARRINGTON","ME",4643,"20 Pineo Point Rd, Harrington, ME 04643","DE"
"5212",17528,"85 EMERALD PKWY","CRESWELL","OR",97426,"85 Emerald Pkwy, Creswell, OR 97426","OR"
"5213",17529,"11166 N US HWY 25E","GRAY","KY",40734,"11166 US-25E Scenic, Gray, KY 40734","GA"
"5214",17530,"648 HWY 10 S","MOTLEY","MN",56466,"648 US-10, Motley, MN 56466","MN"
"5215",17531,"22452 COUNTY ROAD 3","MERRIFIELD","MN",56465,"22452 Co Rd 3, Merrifield, MN 56465","MN"
"5216",17533,"151 E M61","GLADWIN","MI",48624,"151 M-61, Gladwin, MI 48624","MI"
"5217",17534,"13465 HWY 100","TOONE","TN",38381,"13465 TN-100, Toone, TN 38381","TN"
"5218",17537,"12298 HWY 98","LUCEDALE","MS",39452,"12298 Highway 98, Lucedale, MS 39452","MS"
"5219",17538,"755 US 64","PELHAM","TN",37366,"755 US-64, Pelham, TN 37366","GA"
"5220",17539,"20994 HWY 50 W","WEST POINT","MS",39773,"20994 Highway 50 W, West Point, MS 39773","VA"
"5221",17540,"1100 HWY 247","KATHLEEN","GA",31047,"1100 GA-247, Kathleen, GA 31047","GA"
"5222",17542,"2612 DECATUR HWY","GARDENDALE","AL",35071,"2612 Decatur Hwy, Gardendale, AL 35071","AL"
"5223",17543,"5336 MAIN ST","PENNINGTON","AL",36916,"5336 Main St, Pennington, AL 36916","AL"
"5224",17544,"3073 HWY 16 E","CARTHAGE","MS",39051,"3073 MS-16, Carthage, MS 39051","MS"
"5225",17546,"1345 FORT HOWARD RD","RINCON","GA",31326,"1345 Fort Howard Rd, Rincon, GA 31326","GA"
"5226",17547,"355 E OHMER RD","MAYVILLE","MI",48744,"355 E Ohmer Rd, Mayville, MI 48744","NY"
"5227",17549,"22998 HWY 64","HERMITAGE","MO",65668,"22998 Highway 64, Hermitage, MO 65668","TN"
"5228",17550,"263 CEMETERY RD","CLAXTON","GA",30417,"263 Cemetery Rd, Claxton, GA 30417","GA"
"5229",17551,"6239 HAMILTON ST","PRESTON","GA",31824,"6239 Hamilton St, Preston, GA 31824","GA"
"5230",17552,"6512 ALMA HWY","WAYCROSS","GA",31503,"6512 Alma Hwy, Waycross, GA 31503","GA"
"5231",17553,"415 E DOUGLAS AVE","GERVAIS","OR",97026,"415 Douglas Ave NE, Gervais, OR 97026","OR"
"5232",17554,"9420 HWY 9","CAMPOBELLO","SC",29322,"9420 Highway 9, Campobello, SC 29322","SC"
"5233",17555,"541 N 7TH ST","OAKES","ND",58474,"541 7th St N, Oakes, ND 58474","ND"
"5234",17556,"2553 HIGHWAY 119","BAKERSFIELD","CA",93313,"2553 CA-119, Bakersfield, CA 93313","CA"
"5235",17558,"811 DELK AVE","HILDA","SC",29812,"811 Delk Ave, Barnwell, SC 29812","SC"
"5236",17559,"4085 MLK JR HWY","SALTERS","SC",29590,"4085 mlk jr hwy, Salters, SC 29590","SC"
"5237",17561,"14331 HWY 67","MALVERN","AR",72104,"14331 Highway 67, Malvern, AR 72104","AR"
"5238",17562,"8212 HWY 171","GRAND CANE","LA",71032,"8212 Highway 171, Grand Cane, LA 71032","LA"
"5239",17565,"224 E HWY 12","GROTON","Groton,",57445,"Groton, SD 57445","SD"
"5240",17566,"6805 CHARTER OAKS RD","GRESHAM","SC",29546,"6805 Charter Oaks Dr, Gresham, SC 29546","SC"
"5241",17567,"37 ROCKY HOLLOW RD","BLOUNTSVILLE","AL",35031,"37 Rocky Hollow Rd, Blountsville, AL 35031","AL"
"5242",17568,"140 WEATHERLY DR","FAYETTEVILLE","GA",30214,"140 Weatherly Dr, Fayetteville, GA 30214","AR"
"5243",17570,"24298 US HWY 17","WAVERLY","GA",31565,"24298 US-17, Waverly, GA 31565","TN"
"5244",17571,"1651 INMAN RD","WELLFORD","SC",29385,"1651 Inman Rd, Wellford, SC 29385","SC"
"5245",17572,"4200 MUNICIPAL DR","BIRMINGHAM","AL",35214,"4200 Municipal Dr, Birmingham, AL 35214","AL"
"5246",17573,"15976 GEORGIA HWY 219","WEST POINT","GA",31833,"15976 GA-219, West Point, GA 31833","VA"
"5247",17574,"2117 E CLEAR LAKE AVE","SPRINGFIELD","IL",62703,"2117 E Clear Lake Ave, Springfield, IL 62703","TN"
"5248",17575,"110 STENCIL AVE","EDGAR","WI",54426,"110 Stencil Avenue, Edgar, WI 54426","WI"
"5249",17578,"28010 HWY 16 E","SCOOBA","MS",39358,"28010 Hwy 16 W, Scooba, MS 39358","MS"
"5250",17580,"1975 STATE ROUTE 80","EDMESTON","NY",13335,"1975 NY-80, Edmeston, NY 13335","NY"
"5251",17581,"292 S STATE RD","OTISVILLE","MI",48463,"292 S State St, Otisville, MI 48463","MI"
"5252",17582,"13746 S K-214 HWY","HOYT",NA,NA,NA,"KS"
"5253",17583,"6780 N SANDARIO RD","TUCSON","AZ",85743,"6780 N Sandario Rd, Tucson, AZ 85743","AZ"
"5254",17584,"103 N 37TH RD","LAKE CITY","IA",51449,"103 N 37th Rd, Lake City, IA 51449","FL"
"5255",17585,"13263 STATE HWY 21W","NORTH ZULCH","TX",77872,"13263 State Hwy 21W, North Zulch, TX 77872","TX"
"5256",17586,"106 E MILE 14 N","WESLACO","Texas",78596,"Texas 78596","TX"
"5257",17588,"41162 ROAD 128","OROSI","CA",93647,"41162 Rd 128, Orosi, CA 93647","CA"
"5258",17589,"727 HWY 9 W","BRUCE","MS",38915,"727 Highway 9 W, Bruce, MS 38915","MS"
"5259",17590,"721 N HWY 86","LAKEFIELD","MN",56150,"721 MN-86, Lakefield, MN 56150","MN"
"5260",17591,"2995 S NC 87 HWY","GRAHAM","NC",27253,"2995 NC-87, Graham, NC 27253","TX"
"5261",17592,"4993 RIVER RD","WASHINGTON","NC",27889,"4993 River Rd, Washington, NC 27889","NC"
"5262",17593,"328 HIGHWAY DR","PRAIRIE HOME","MO",65068,"328 Hwy Dr, Prairie Home, MO 65068","MO"
"5263",17594,"4290 KINSMAN RD","MESOPOTAMIA","OH",44062,"4290 Kinsman Rd, Middlefield, OH 44062","OH"
"5264",17595,"3302 WALDRON RD","AROMA PARK","IL",60901,"3302 Waldron Rd, Kankakee, IL 60901","IL"
"5265",17596,"14322 TERMINI SAN LUIS PASS RD","GALVESTON","TX",77554,"14322 Termini-San Luis Pass Rd, Galveston, TX 77554","IN"
"5266",17598,"7723 HERITAGE HWY","JEFFERSON CITY","MO",65109,"7723 Heritage Hwy, Jefferson City, MO 65109","TN"
"5267",17600,"700 4TH AVE W","SWEA CITY","IA",50590,"700 4th Ave W, Swea City, IA 50590","IA"
"5268",17601,"575 NW 1601 RD","KINGSVILLE","MO",64061,"575 NW 1601 Rd, Kingsville, MO 64061","TX"
"5269",17602,"808 S ATLANTIC AVE","HALLOCK","MN",56728,"808 S Atlantic Ave, Hallock, MN 56728","MN"
"5270",17603,"119 W FAYETTE ST","DENVER","IA",50622,"119 W Fayette St, Denver, IA 50622","NC"
"5271",17604,"4808 LIBERTY HWY","ANDERSON","SC",29621,"4808 Liberty Hwy, Anderson, SC 29621","SC"
"5272",17605,"102 HWY 25 S","ABERDEEN","MS",39730,"102 Highway 25 S, Aberdeen, MS 39730","MD"
"5273",17606,"1504 W GRAND XING","MOBRIDGE","SD",57601,"1504 W Grand Crossing, Mobridge, SD 57601","SD"
"5274",17607,"1735 FM 20","BASTROP","TX",78612,"1735 FM 20, Cedar Creek, TX 78612","LA"
"5275",17608,"13889 WOODWORTH RD","NEW SPRINGFIELD","OH",44443,"13889 Woodworth Rd, New Springfield, OH 44443","OH"
"5276",17609,"50 COUNTY RD 105","OAK RIDGE",NA,NA,NA,"TN"
"5277",17610,"11130 DAYTON PIKE","SODDY DAISY","TN",37379,"11130 Dayton Pike, Soddy-Daisy, TN 37379","TN"
"5278",17611,"14465 N FM 730","AZLE","TX",76020,"14465 Farm to Market Rd 730 N, Azle, TX 76020","TX"
"5279",17612,"481 US ROUTE 1","PEMBROKE","NJ",8817,"481 US-1, Edison, NJ 08817","NC"
"5280",17613,"322 WALWORTH ST","GENOA CITY","WI",53128,"322 Walworth St, Genoa City, WI 53128","WI"
"5281",17614,"3955 MOGADORE RD","MOGADORE","OH",44260,"3955 Mogadore Rd, Mogadore, OH 44260","OH"
"5282",17615,"86 COUNTY ROAD 89","FORT PAYNE","AL",35967,"86 Co Rd 89, Fort Payne, AL 35967","AL"
"5283",17616,"4842 NC HIGHWAY 194 N","BOONE","NC",28692,"4842 NC-194, Vilas, NC 28692","NC"
"5284",17617,"2448 JAMES B WHITE HWY N","WHITEVILLE","NC",28472,"2448 James B White Hwy N, Whiteville, NC 28472","TN"
"5285",17618,"4796 RIVER BEND RD","CLAREMONT","NC",28610,"4796 Riverbend Rd, Claremont, NC 28610","NC"
"5286",17619,"8979 NC HWY 105 S","BOONE","NC",28604,"8979 NC-105, Banner Elk, NC 28604","NC"
"5287",17620,"4973 SIMPSON HWY 28 W","MAGEE","MS",39111,"4973 Simpson Hwy 28 W, Magee, MS 39111","MS"
"5288",17621,"36558 ROUTE 23","GRAND GORGE","NY",12434,"36558 NY-23, Grand Gorge, NY 12434","NY"
"5289",17622,"171 CLARK ST","NEW STRAITSVILLE","OH",43766,"171 Clark St, New Straitsville, OH 43766","OH"
"5290",17624,"11991 FORT ASHBY RD","KEYSER",NA,NA,NA,"WV"
"5291",17625,"105 14TH AVE","FRANKLIN","NE",68939,"105 14th Ave, Franklin, NE 68939","KY"
"5292",17627,"6570 S HWY 65","LESLIE",NA,NA,NA,"GA"
"5293",17628,"1317 1ST AVE E","CASCADE","IA",52033,"1317 1st Ave E, Cascade, IA 52033","VA"
"5294",17629,"2203 HWY 41 N","PERRY","GA",31069,"2203 Highway 41 N, Perry, GA 31069","FL"
"5295",17630,"38 COUNTY RD 4445","BRUNDIDGE","AL",36010,"38 County Rd 4445, Brundidge, AL 36010","AL"
"5296",17631,"10090 HWY 188","GRAND BAY","AL",36541,"10090 AL-188, Grand Bay, AL 36541","AL"
"5297",17632,"1447 PROSPECT BLVD","HOUMA","LA",70364,"1447 Prospect Blvd, Houma, LA 70364","LA"
"5298",17633,"4514 TERRY RD","JACKSON","MS",39212,"4514 Terry Rd, Jackson, MS 39212","TN"
"5299",17635,"3627 HARWELL LAKE RD","WEATHERFORD","TX",76088,"3627 Harwell Lake Rd, Weatherford, TX 76088","OK"
"5300",17636,"1358 NW GRAHAM RD","URICH","MO",64788,"1358 NW Graham Rd, Urich, MO 64788","MO"
"5301",17637,"119 MADISON AVE","DONNELLSON","IA",52625,"119 Madison Ave, Donnellson, IA 52625","IA"
"5302",17638,"745 PURDYTOWN TPKE","LAKEVILLE","PA",18438,"745 Purdytown Turnpike, Lakeville, PA 18438","IN"
"5303",17640,"7361 US HIGHWAY 190 E","POINTBLANK","TX",77364,"7361 Us Highway 190 E, Pointblank, TX 77364","TX"
"5304",17641,"336 ORCHARD DR","LITTLE HOCKING","OH",45742,"336 Orchard Dr, Little Hocking, OH 45742","OH"
"5305",17642,"24911 HWY 43","PICAYUNE","MS",39466,"24911 MS-43, Picayune, MS 39466","MS"
"5306",17644,"124 8TH ST W","WABASHA","MN",55981,"124 8th St W, Wabasha, MN 55981","MN"
"5307",17645,"105 HARMONY CHURCH RD","BALDWIN","GA",30511,"105 Harmony Church Rd, Baldwin, GA 30511","MI"
"5308",17646,"60301 HATLEY RD","AMORY","MS",38821,"60301 Hatley Rd, Amory, MS 38821","MS"
"5309",17647,"210 SOUTH ST W","JESUP","IA",50648,"210 South St W, Jesup, IA 50648","GA"
"5310",17649,"730 WEARS VALLEY RD","PIGEON FORGE","TN",37863,"730 Wears Valley Rd, Pigeon Forge, TN 37863","TN"
"5311",17650,"8364 HWY 188","CODEN","AL",36523,"8364 AL-188, Coden, AL 36523","AL"
"5312",17651,"4775 NC 54 HWY","GRAHAM","NC",27253,"4775 NC-54, Graham, NC 27253","TX"
"5313",17652,"4395 N HWY 11 SE","ELIZABETH","PA",15037,"352 N 2nd Ave, Elizabeth, PA 15037","PA"
"5314",17653,"404 S MAIN ST","ANGELS CAMP","CA",95222,"404 S Main St, Angels Camp, CA 95222","CA"
"5315",17654,"761 COMMERCIAL AVE","GREEN LAKE","WI",54941,"761 Commercial Ave, Green Lake, WI 54941","WI"
"5316",17655,"99 MAIN ST","MORRIS","NY",13808,"99 W Main St, Morris, NY 13808","AL"
"5317",17656,"435 KREBS STATION RD","PADUCAH","KY",42001,"435 Krebs Station Rd, Paducah, KY 42001","KY"
"5318",17657,"7105 FLOYD HWY N","COPPER HILL","VA",24079,"7105 Floyd Hwy N, Copper Hill, VA 24079","VA"
"5319",17658,"1690 WYSOR HWY","BARREN SPRINGS","VA",24313,"1690 Wysor Hwy, Barren Springs, VA 24313","VA"
"5320",17659,"507 W CALEDONIA","HILLSBORO","ND",58045,"507 W Caledonia Ave, Hillsboro, ND 58045","TX"
"5321",17660,"937 3RD ST E","MAYVILLE","ND",58257,"937 3rd St E, Mayville, ND 58257","NY"
"5322",17662,"4050 E HWY 158","MIDLAND","TX",79706,"4050 TX-158, Midland, TX 79706","TX"
"5323",17664,"1418 HAMLIN HWY","LAKE ARIEL","PA",18436,"1418 Hamlin Hwy, Lake Ariel, PA 18436","PA"
"5324",17665,"33651 US HWY 14","LONE ROCK","WI",53588,"33651 US-14, Spring Green, WI 53588","WI"
"5325",17666,"5720 ROUTE 19A","CASTILE","NY",14427,"5720 NY-19A, Castile, NY 14427","NY"
"5326",17667,"12977 FRANKLIN TPKE","CHATHAM","VA",24531,"12977 Franklin Turnpike, Chatham, VA 24531","VA"
"5327",17668,"231 N MAIN ST","TROY",NA,NA,NA,"AL"
"5328",17669,"600 C ST","GOLDEN CITY","MO",64748,"600 C St, Golden City, MO 64748","MO"
"5329",17670,"399 PEA RIDGE RD","EATONTON","GA",31024,"399 Pea Ridge Rd SE, Eatonton, GA 31024","GA"
"5330",17671,"2183 JUNCTION 77 RD","HARTWELL","GA",30643,"2183 Junction 77 Rd, Hartwell, GA 30643","GA"
"5331",17672,"8001 W STATE HWY 76","CAPE FAIR","MO",65624,"8001 W State Hwy 76, Cape Fair, MO 65624","MO"
"5332",17673,"36445 US HWY 34","TRENTON","NE",69044,"36445 US-34, Trenton, NE 69044","TN"
"5333",17674,"3545 RT 16","HINSDALE","NY",14743,"3545 NY-16, Hinsdale, NY 14743","NY"
"5334",17675,"2985 ROCKFISH VALLEY HWY","NELLYSFORD","VA",22958,"2985 Rockfish Valley Hwy, Nellysford, VA 22958","VA"
"5335",17676,"1471 WILLOW ST","VINCENNES","IN",47591,"1471 Willow St, Vincennes, IN 47591","IN"
"5336",17677,"12351 HUNTINGTON RD","GALLIPOLIS FERRY","WV",25515,"12351 Huntington Rd, Gallipolis Ferry, WV 25515","WV"
"5337",17678,"112 OSBORNE ST","SHERMAN","NY",14781,"112 Osborne St, Sherman, NY 14781","TX"
"5338",17679,"7609 WATERFALL RD","HUSTONTOWN","PA",17229,"7609 Waterfall Rd, Hustontown, PA 17229","PA"
"5339",17680,"4091 N STATE RD","DAVISON","MI",48423,"4091 N State Rd, Davison, MI 48423","MI"
"5340",17681,"4433 MANSFIELD HWY","FORT WORTH","TX",76119,"4433 Mansfield Hwy, Fort Worth, TX 76119","TX"
"5341",17682,"17545 CAMINO REAL","MUSTANG RIDGE","TX",78610,"17545 Camino Real, Buda, TX 78610","TX"
"5342",17683,"5583 S DIXIE HWY","MIDDLETOWN","OH",45005,"5583 S Dixie Hwy, Franklin, OH 45005","OH"
"5343",17684,"6 MCILWEE RD","HEUVELTON","NY",13654,"6 McIlwee Rd, Heuvelton, NY 13654","NY"
"5344",17685,"1204 BONNER RD","GAFFNEY","SC",29341,"1204 Bonner Rd, Gaffney, SC 29341","SC"
"5345",17686,"20150 AL HWY 127","ATHENS","AL",35614,"20150 AL-127, Athens, AL 35614","AL"
"5346",17687,"2605 PHILADELPHIA PIKE","CLAYMONT","DE",19703,"2605 Philadelphia Pike, Claymont, DE 19703","DE"
"5347",17688,"687 BROCK RD","RAEFORD","NC",28376,"687 Brock Rd, Raeford, NC 28376","NC"
"5348",17689,"4055 HWY 171","DERIDDER","LA",70634,"4055 Highway 171, Deridder, LA 70634","LA"
"5349",17691,"3409 US HIGHWAY 64 E","ASHEBORO","NC",27203,"3409 US-64, Asheboro, NC 27203","NC"
"5350",17692,"13776 HWY 69 N","VILLAGE MILLS","TX",77663,"13776 Highway 69 N, Village Mills, TX 77663","TX"
"5351",17693,"3787 GREYHOUND WAY","OCEAN SPRINGS","MS",39564,"3787 Greyhound Way, Ocean Springs, MS 39564","MS"
"5352",17694,"7645 HWY 35 N","FOREST","MS",39074,"7645 MS-35, Forest, MS 39074","MS"
"5353",17695,"915 BRIDGE BUILDERS RD","MCMINNVILLE","TN",37110,"915 Bridge Builders Rd, McMinnville, TN 37110","TN"
"5354",17696,"955 CARTHAGE HWY","LEBANON","TN",37087,"955 Carthage Hwy, Lebanon, TN 37087","MO"
"5355",17697,"510 W 1ST ST","JULESBURG","CO",80737,"510 W 1st St, Julesburg, CO 80737","CO"
"5356",17698,"1011 S MONROE ST","MONROE","MI",48161,"1011 S Monroe St, Monroe, MI 48161","LA"
"5357",17699,"37546 S 530 RD","EUCHA","OK",74342,"37546 s 530 Rd, Eucha, OK 74342","OK"
"5358",17700,"9820 STATE HWY 68 E","TEN MILE","TN",37880,"9820 State Hwy 68 E, Ten Mile, TN 37880","TN"
"5359",17701,"301 US HIGHWAY 14 E","DE SMET","SD",57231,"301 US-14, De Smet, SD 57231","SD"
"5360",17702,"605 S DIVISION ST","BRISTOL","Bristol,",24201,"Bristol, VA 24201","VA"
"5361",17703,"19583 HWY 79","GADSDEN","TN",38337,"19583 Highway 79, Gadsden, TN 38337","AL"
"5362",17704,"11101 MS HWY 12 W","STARKVILLE","MS",39759,"11101 MS-12, Starkville, MS 39759","MS"
"5363",17705,"27288 HWY 25","FRANKLINTON","LA",70438,"27288 LA-25, Franklinton, LA 70438","LA"
"5364",17706,"3870 AUGUSTA HWY","LINCOLNTON","GA",30817,"3870 Augusta Hwy, Lincolnton, GA 30817","NC"
"5365",17707,"6430 HWY 4","JONESBORO","LA",71251,"6430 Highway 4, Jonesboro, LA 71251","AR"
"5366",17708,"1873 FM 534","SANDIA","TX",78372,"1873 FM 534, Orange Grove, TX 78372","TX"
"5367",17709,"1976 SUMTER HWY","KINGSTREE","SC",29556,"1976 Sumter Hwy, Kingstree, SC 29556","SC"
"5368",17710,"5640 CLEVELAND RD","MIDDLETON","MI",48856,"5640 Cleveland Rd, Middleton, MI 48856","TN"
"5369",17711,"2124 MECKLENBURG RD","ITHACA","NY",14850,"2124 Mecklenburg Rd, Ithaca, NY 14850","MI"
"5370",17712,"2561 DETROIT RD","NILES","MI",49120,"2561 Detroit Rd, Niles, MI 49120","OH"
"5371",17713,"120 N UNION ST","GRASS LAKE","MI",49240,"120 N Union St, Grass Lake, MI 49240","MI"
"5372",17714,"1520 MEADOW AVE","EAST PEORIA","IL",61611,"1520 Meadow Ave, East Peoria, IL 61611","IL"
"5373",17716,"1189 HWY 167 N","BALD KNOB","AR",72010,"1189 Highway 167 N, Bald Knob, AR 72010","AR"
"5374",17717,"10990 E 450 RD","CLAREMORE","OK",74017,"10990 E 450 Rd, Claremore, OK 74017","OK"
"5375",17718,"32701 HIGHWAY 45 N","OKOLONA","IL",60030,"32701 US-45, Grayslake, IL 60030","MS"
"5376",17719,"3614 HWY 411 S","MARYVILLE","TN",37801,"3614 Highway 411 S, Maryville, TN 37801","TN"
"5377",17720,"30 KENT RD","GEORGETOWN","SC",29440,"30 Kent Rd, Georgetown, SC 29440","KY"
"5378",17721,"3959 SR 122","FRANKLIN","OH",45005,"3959 OH-122, Franklin, OH 45005","KY"
"5379",17722,"1370 BELMONT AVE","YOUNGSTOWN","OH",44504,"1370 Belmont Ave, Youngstown, OH 44504","OH"
"5380",17723,"2810 HIGHWAY 24","NEWPORT","NC",28570,"2810 NC-24, Newport, NC 28570","TN"
"5381",17724,"14837 NORMANDY BLVD","JACKSONVILLE","FL",32234,"14837 Normandy Blvd, Jacksonville, FL 32234","FL"
"5382",17725,"1900 ROBERT J CONLAN BLVD NE","PALM BAY","FL",32905,"1900 Robert J Conlan Blvd NE, Palm Bay, FL 32905","FL"
"5383",17726,"338 W B AVE","DRAIN","OR",97435,"338 W B Ave, Drain, OR 97435","OR"
"5384",17727,"1333 HWY 210","SNEADS FERRY","NC",28460,"1333 NC-210, Sneads Ferry, NC 28460","NC"
"5385",17729,"2288 N BYPASS RD","CAMPBELLSVILLE","KY",42718,"2288 N Bypass Rd, Campbellsville, KY 42718","KY"
"5386",17731,"2745 VETERANS BLVD","NEW MANCHESTER","WV",26056,"2745 Veterans Blvd, New Manchester, WV 26056","WV"
"5387",17732,"1326 DIXIE HWY","DIXIE","WV",25059,"1326 Dixie Hwy, Dixie, WV 25059","WV"
"5388",17733,"5939 RANDOLPH BLVD","SAN ANTONIO","TX",78233,"5939 Randolph Blvd, San Antonio, TX 78233","TX"
"5389",17734,"4871 BUCKINGHAM RD","FORT MYERS","FL",33905,"4871 Buckingham Rd, Fort Myers, FL 33905","FL"
"5390",17735,"806 TEHANA STREET","CENTER","TX",75935,"806 Tehana St, Center, TX 75935","TX"
"5391",17736,"3405 E MAIN AVE","ALTON","TX",78573,"3405 E Main Ave, Alton, TX 78573","IL"
"5392",17737,"3007 FAIRVIEW RD","LEESVILLE","SC",29070,"3007 Fairview Rd, Leesville, SC 29070","LA"
"5393",17738,"3308 CHURCH ST","SLATINGTON","PA",18080,"3308 Church St, Slatington, PA 18080","PA"
"5394",17739,"410 NH ROUTE 49","CAMPTON","NH",3223,"410 NH-49, Campton, NH 03223","KY"
"5395",17740,"5 SQUAW HOLLOW RD","ASHFORD","CT",6278,"5 Squaw Hollow Rd, Ashford, CT 06278","AL"
"5396",17743,"1800 SW EASTBOUND US 40 HWY","BLUE SPRINGS","MO",64015,"1800 sw Eastbound US 40 HWY, Blue Springs, MO 64015","MO"
"5397",17744,"4033 COCHRAN HWY","EASTMAN","GA",31023,"4033 Cochran Hwy, Eastman, GA 31023","GA"
"5398",17745,"934 E OVILLA RD","RED OAK","TX",75154,"934 East Ovilla Road, Red Oak, TX 75154","IA"
"5399",17746,"1035 2ND ST. SE","BANDON","OR",97411,"1035 2nd St SE, Bandon, OR 97411","OR"
"5400",17747,"4365 GA HIGHWAY 17 N","GUYTON","GA",31312,"4365 GA-17, Guyton, GA 31312","GA"
"5401",17748,"1417 VIRGIL H GOODE HWY","ROCKY MOUNT","VA",24151,"1417 Virgil H Goode Hwy, Rocky Mount, VA 24151","NC"
"5402",17749,"2775 S VERDE LAKES DR","CAMP VERDE","AZ",86322,"2775 S Verde Lakes Dr, Camp Verde, AZ 86322","AZ"
"5403",17750,"1109 PINE ST","WOOD RIVER","IL",62024,"1109 Pine St, East Alton, IL 62024","IL"
"5404",17751,"1110 CLINTON RD","CLINTON","TN",37716,"1110 Clinton Hwy, Clinton, TN 37716","TN"
"5405",17752,"700 N CENTER ST","CLAY CENTER","KS",67432,"700 C St, Clay Center, KS 67432","KS"
"5406",17753,"1114 FRANKLIN RD","JACKSON CENTER","PA",16133,"1114 Franklin Rd, Jackson Center, PA 16133","PA"
"5407",17754,"11501 HWY 135 N","LAFE","AR",72436,"11501 AR-135, Lafe, AR 72436","AR"
"5408",17755,"5827 HIGHWAY 28 N","ABBEVILLE","SC",29620,"5827 Hwy 28 S, Abbeville, SC 29620","LA"
"5409",17756,"121 GLEN ACRES RD","CALHOUN","LA",71225,"121 Glen Acres Rd, Calhoun, LA 71225","GA"
"5410",17758,"4815 MOREHEAD RD","FLEMINGSBURG","KY",41041,"4815 Morehead Rd, Flemingsburg, KY 41041","KY"
"5411",17759,"612 W 1ST ST","HAXTUN","CO",80731,"612 W 1st St, Haxtun, CO 80731","CO"
"5412",17760,"1204 E MAIN ST","KNOX CITY","TX",79529,"1204 E Main St, Knox City, TX 79529","TX"
"5413",17761,"24 SPRING BRANCH CHURCH RD","BAXLEY","Georgia",31513,"Georgia 31513","GA"
"5414",17762,"893 NC HWY 48","ROANOKE RAPIDS","NC",27870,"893 NC-48, Roanoke Rapids, NC 27870","NC"
"5415",17764,"27364 MONROE ST","GARRISON","MN",56450,"27364 Monroe St, Garrison, MN 56450","KY"
"5416",17765,"241 W MAPLE ST","MUIR","MI",48860,"241 W Maple St, Muir, MI 48860","MI"
"5417",17767,"447 ROUTE 28","WEST YARMOUTH","MA",2673,"447 MA-28, West Yarmouth, MA 02673","MA"
"5418",17768,"2776 NYS ROUTE 11B","HOPKINTON","NY",13676,"2776 NY-11B, Potsdam, NY 13676","NY"
"5419",17769,"21201 S 4230 RD","CLAREMORE","OK",74019,"21201 S 4230 Rd, Claremore, OK 74019","OK"
"5420",17770,"410 W GARFIELD AVE","GETTYSBURG","SD",57442,"410 W Garfield Ave, Gettysburg, SD 57442","PA"
"5421",17771,"10600 EAST ROAD","BURT","MI",48417,"10600 E Rd, Burt, MI 48417","MI"
"5422",17772,"820 COTTONWOOD RD","BAKERSFIELD","CA",93307,"820 Cottonwood Rd, Bakersfield, CA 93307","CA"
"5423",17773,"225 S COURTENAY PKWY","MERRITT ISLAND","FL",32952,"225 S Courtenay Pkwy, Merritt Island, FL 32952","FL"
"5424",17774,"1609 GERMAN AVE","HOLSTEIN","IA",51025,"1609 German Ave, Holstein, IA 51025","IA"
