"","Store #","Address 1","City","fixedState","zip","fullAddress","StateInOrigFile"
"227",1386,"90 SCRUGGS RD","MONETA","VA",24121,"90 Scruggs Rd, Moneta, VA 24121","VA"
"228",1387,"707 S MADISON ST","LEBANON","MO",65536,"707 S Madison Ave, Lebanon, MO 65536","MO"
"229",1396,"1276 DAUPHIN ISLAND PKWY","MOBILE","AL",36605,"1276 Dauphin Island Pkwy, Mobile, AL 36605","AL"
"230",1411,"649 N WABASH AVE","LAKELAND","FL",33815,"649 N Wabash Ave, Lakeland, FL 33815","FL"
"231",1412,"415 MAIN ST","ELKLAND","PA",16920,"415 W Main St, Elkland, PA 16920","PA"
"232",1416,"12500 SEMINOLE BLVD","LARGO","FL",33778,"12500 Seminole Blvd, Largo, FL 33778","FL"
"233",1433,"2114 SCHOTTHILL WOODS DR","JEFFERSON CITY","MO",65101,"2114 Schotthill Woods Dr, Jefferson City, MO 65101","TN"
"234",1440,"416 N JACKSON ST","BEULAVILLE","NC",28518,"416 N Jackson St, Beulaville, NC 28518","NC"
"235",1441,"5700 HARRISON AVE","CINCINNATI","OH",45248,"5700 Harrison Ave, Cincinnati, OH 45248","OH"
"236",1443,"5934 HIGHWAY 58","HARRISON","TN",37341,"5934 TN-58, Harrison, TN 37341","AR"
"237",1449,"5034 HANN WAY","MECHANICSBURG","PA",17050,"5034 Hann Way, Mechanicsburg, PA 17050","PA"
"238",1459,"639 HIGHLAND AVE","VINE GROVE","KY",40175,"639 Highland Ave, Vine Grove, KY 40175","KY"
"239",1461,"400 S PATRICK ST","DUBLIN","TX",76446,"400 S Patrick St, Dublin, TX 76446","PA"
"240",1483,"1578 C FORT CAMPBELL BLVD","CLARKSVILLE","TN",37042,"1578 Fort Campbell Blvd, Clarksville, TN 37042","TN"
"241",1485,"309 E HOLME ST","NORTON","KS",67654,"309 E Holme St, Norton, KS 67654","OH"
"242",1511,"2005 HICKORY ST","COLORADO CITY","TX",79512,"2005 Hickory St, Colorado City, TX 79512","TX"
"243",1529,"2832 RECKER HWY","WINTER HAVEN","FL",33880,"2832 Recker Hwy, Jan Phyl Village, FL 33880","FL"
"244",1534,"3500 MULBERRY HWY 64 W","MULBERRY","AR",72947,"3500 Mulberry Highway 64 W, Mulberry, AR 72947","AR"
"245",1535,"111 N MAIN ST","ELK CITY","OK",73644,"111 N Main St, Elk City, OK 73644","OK"
"246",1545,"309 E US HIGHWAY 24","SALISBURY","MO",65281,"309 US-24, Salisbury, MO 65281","MD"
"247",1547,"601 S 6TH STREET","SEWARD","NE",68434,"601 S 6th St, Seward, NE 68434","NE"
"248",1549,"1300 N CHARLOTTE ST","POTTSTOWN","PA",19464,"1300 N Charlotte St, Pottstown, PA 19464","PA"
"249",1569,"811 WARD BLVD","WILSON","NC",27893,"811 Ward Blvd, Wilson, NC 27893","NC"
"250",1575,"1410 NORTH HIGH ST","HILLSBORO","OH",45133,"1410 N High St, Hillsboro, OH 45133","TX"
"251",1576,"938 E WASHINGTON ST","WINCHESTER","VA",22601,"938 S Washington St, Winchester, VA 22601","VA"
"252",1580,"1611 N AVE E","SHINER","TX",77984,"1611 N Ave E, Shiner, TX 77984","TX"
"253",1584,"360 E PIPELINE RD","HURST","TX",76053,"360 E Pipeline Rd, Hurst, TX 76053","TX"
"254",1587,"1444 HIGHWAY 72 N","LOUDON","TN",37774,"1444 Highway 72 North, Loudon, TN 37774","TN"
"255",1593,"308 WEST US HWY 19E BYP","BURNSVILLE","NC",28714,"308 US-19E, Burnsville, NC 28714","NC"
"256",1598,"1940 S SR 57","OAKLAND CITY","IN",47660,"1940 IN-57, Oakland City, IN 47660","IN"
"257",1600,"5060 DORCHESTER RD","NORTH CHARLESTON","SC",29418,"5060 Dorchester Rd, North Charleston, SC 29418","SC"
"258",1613,"4012 BOSQUE BLVD","WACO","TX",76710,"4012 Bosque Blvd, Waco, TX 76710","TX"
"259",1622,"540 W 30TH ST","CONNERSVILLE","IN",47331,"540 W 30th St, Connersville, IN 47331","IN"
"260",1623,"142 S VALDOSTA RD","LAKELAND","GA",31635,"142 S Valdosta Rd, Lakeland, GA 31635","FL"
"261",1626,"306 6TH","OSAWATOMIE","KS",66064,"306 6th St, Osawatomie, KS 66064","KS"
"262",1627,"1302 W AMERICAN BLVD","MULESHOE","TX",79347,"1302 W American Blvd, Muleshoe, TX 79347","TX"
"263",1633,"3549 FAYETTEVILLE RD","LUMBERTON","NC",28358,"3549 Fayetteville Rd, Lumberton, NC 28358","NC"
"264",1635,"15250 NW US HWY 441","ALACHUA","FL",32615,"15250 US-441, Alachua, FL 32615","FL"
"265",1637,"1854 S MAPLE AVE","FAIRBORN","OH",45324,"1854 S Maple Ave, Fairborn, OH 45324","OH"
"266",1638,"806 SOUTH MAIN ST","WINDSOR","MO",65360,"806 S Main St, Windsor, MO 65360","MO"
"267",1651,"125 W BELT AVE","BUSHNELL","FL",33513,"125 W Belt Ave, Bushnell, FL 33513","FL"
"268",1658,"1060 E HIGHWAY 159","LA GRANGE","TX",78945,"1060 TX-159, La Grange, TX 78945","TX"
"269",1661,"1250 NORTH NUECES","GEORGE WEST","TX",78022,"1250 Nueces St, George West, TX 78022","TX"
"270",1672,"30 EAST SIXTH ST","FRANKLIN","OH",45005,"30 E 6th St, Franklin, OH 45005","KY"
"271",1675,"720 W COLUMBIA ST","SAN AUGUSTINE","TX",75972,"720 W Columbia St, San Augustine, TX 75972","TX"
"272",1677,"400 W BEDFORD","DIMMITT","TX",79027,"400 W Bedford St, Dimmitt, TX 79027","TX"
"273",1680,"10188 HIGHWAY 431 S","NEW HOPE","AL",35760,"10188 US-431, New Hope, AL 35760","AL"
"274",1681,"6361 HWY 72 E","GURLEY","AL",35748,"6361 Hwy 72 E, Gurley, AL 35748","AL"
"275",1700,"2301 MOBBERLY AVE","LONGVIEW","TX",75602,"2301 Mobberly Ave, Longview, TX 75602","TX"
"276",1701,"3501 50TH ST STE A","LUBBOCK","TX",79413,"3501 50th St, Lubbock, TX 79413","TX"
"277",1705,"831 S WALNUT ST","STARKE","FL",32091,"831 S Walnut St, Starke, FL 32091","FL"
"278",1706,"510 W GANNON AVE","ZEBULON","NC",27597,"510 W Gannon Ave, Zebulon, NC 27597","NC"
"279",1707,"1010 WEST 11TH","QUANAH","TX",79252,"1010 W 11th St, Quanah, TX 79252","TX"
"280",1718,"1032 E AUSTIN ST","KERMIT","TX",79745,"1032 E Austin St, Kermit, TX 79745","TX"
"281",1723,"2745 KEITH ST NW SUITE C","CLEVELAND","TN",37312,"2745 Keith St NW, Cleveland, TN 37312","TN"
"282",1724,"1502 N MAIN ST","ANDREWS","TX",79714,"1502 N Main St, Andrews, TX 79714","TX"
"283",1727,"10203 S MAIN ST","ARCHDALE","NC",27263,"10203 S Main St, Archdale, NC 27263","NC"
"284",1743,"446 S DILL ST","EAST BERNARD","TX",77435,"446 Dill St, East Bernard, TX 77435","TX"
"285",1745,"1110 13TH AVE","MENDOTA","IL",61342,"1110 13th Ave, Mendota, IL 61342","IL"
"286",1754,"2000 HIGHWAY 377 S","BROWNWOOD","TX",76801,"2000 US-377, Brownwood, TX 76801","TX"
"287",1759,"4122 CELANESE RD","ROCK HILL","SC",29732,"4122 Celanese Rd, Rock Hill, SC 29732","SC"
"288",1766,"290 W ALBANY AVE","PEARSON","GA",31642,"290 W Albany Ave, Pearson, GA 31642","GA"
"289",1772,"950 BACONS BRIDGE RD","SUMMERVILLE","SC",29485,"950 Bacons Bridge Rd, Summerville, SC 29485","SC"
"290",1790,"311 N MIDLAND DR","MIDLAND","TX",79703,"311 Midland Dr, Midland, TX 79703","TX"
"291",1796,"130 E MAIN ST","FORSYTH","GA",31029,"130 E Main St, Forsyth, GA 31029","GA"
"292",1808,"6943 S HIGHLAND BLVD","GRIFTON","NC",28530,"6943 S Highland Blvd, Grifton, NC 28530","NC"
"293",1812,"535 NORTH BARRON ST","EATON","OH",45320,"535 N Barron St, Eaton, OH 45320","OH"
"294",1813,"701 N WALNUT ST","FAIRMONT","NC",28340,"701 N Walnut St, Fairmont, NC 28340","NC"
"295",1817,"732 WEST BROADWAY","CAMPBELLSVILLE","KY",42718,"732 W Broadway, Campbellsville, KY 42718","KY"
"296",1826,"422 W CAMP WISDOM RD","DUNCANVILLE","TX",75116,"422 W Camp Wisdom Rd, Duncanville, TX 75116","TX"
"297",1834,"2526 N 6TH ST","VINCENNES","IN",47591,"2526 N 6th St, Vincennes, IN 47591","IN"
"298",1837,"4701 W 65TH ST","LITTLE ROCK","AR",72209,"4701 W 65th St, Little Rock, AR 72209","AR"
"299",1840,"6666 ANTOINE DR","HOUSTON","TX",77091,"6666 Antoine Dr, Houston, TX 77091","TX"
"300",1847,"1911 FALLS BLVD N","WYNNE","AR",72396,"1911 Falls Blvd, Wynne, AR 72396","AR"
"301",1853,"809 W MCGREGOR DR","MCGREGOR","TX",76657,"809 W McGregor Dr, McGregor, TX 76657","TX"
"302",1854,"109 S SUNSET STRIP ST","KENEDY","TX",78119,"109 S Sunset Strip St, Kenedy, TX 78119","TX"
"303",1856,"302 W CENTRAL AVE","COMANCHE","TX",76442,"302 W Central Ave, Comanche, TX 76442","TX"
"304",1862,"614 E YEAGUA ST","GROESBECK","TX",76642,"614 E Yeagua St, Groesbeck, TX 76642","TX"
"305",1867,"3109A YANCEYVILLE ST","GREENSBORO","NC",27405,"3109 Yanceyville St, Greensboro, NC 27405","NC"
"306",1875,"908 SLIDE RD","LUBBOCK","TX",79416,"908 Slide Rd, Lubbock, TX 79416","TX"
"307",1884,"104 MARKET SQ","CARTERSVILLE","GA",30120,"104 Market Square, Cartersville, GA 30120","GA"
"308",1890,"3309 MAHONING AVE","YOUNGSTOWN","OH",44509,"3309 Mahoning Ave, Youngstown, OH 44509","OH"
"309",1891,"2926 S 27TH ST","ABILENE","TX",79605,"2926 S 27th St, Abilene, TX 79605","TX"
"310",1913,"100 E 2ND ST","BIG LAKE","TX",76932,"100 E 2nd St, Big Lake, TX 76932","TX"
"311",1920,"450 W RUSSELL ROAD","SIDNEY","OH",45365,"450 W Russell Rd, Sidney, OH 45365","OH"
"312",1921,"910 N GREER BLVD","PITTSBURG","TX",75686,"910 N Greer Blvd, Pittsburg, TX 75686","TX"
"313",1922,"109 W 8TH ST","POST","TX",79356,"109 W 8th St, Post, TX 79356","TX"
"314",1926,"707 MAIN ST W","VALDESE","NC",28690,"707 Main St W, Valdese, NC 28690","NC"
"315",1931,"910 E MAIN ST","ROARING SPRING","PA",16673,"910 E Main St, Roaring Spring, PA 16673","PA"
"316",1932,"478 JACKSON PIKE","GALLIPOLIS","OH",45631,"478 Jackson Pike, Gallipolis, OH 45631","OH"
"317",1938,"429 SW 2ND ST","TULIA","TX",79088,"429 SW 2nd St, Tulia, TX 79088","TX"
"318",1939,"900 W NATIONAL HWY","WASHINGTON","IN",47501,"900 W National Hwy, Washington, IN 47501","NC"
"319",1944,"584 S MAIN ST","RUTHERFORDTON","NC",28139,"584 S Main St, Rutherfordton, NC 28139","NC"
"320",1949,"2748 HWY 48","CLARKSVILLE","TN",37040,"2748 Highway 48, Clarksville, TN 37040","TN"
"321",1956,"103 BULLDOG BLVD","BORGER","TX",79007,"103 Bulldog Blvd, Borger, TX 79007","TX"
"322",1967,"601 E FREDERIC AVE","PAMPA","TX",79065,"601 E Frederic Ave, Pampa, TX 79065","TX"
"323",1970,"410 MAIN ST","KENBRIDGE","VA",23944,"410 Main St, Kenbridge, VA 23944","VA"
"324",1971,"709 YORK RD","KINGS MOUNTAIN","NC",28086,"709 York Rd, Kings Mountain, NC 28086","NC"
"325",1974,"818 BRASHEAR AVE","MORGAN CITY","LA",70380,"818 Brashear Ave, Morgan City, LA 70380","LA"
"326",1976,"830 JULIAN AVENUE","THOMASVILLE","NC",27360,"830 Julian Ave, Thomasville, NC 27360","AL"
"327",1979,"100 HIGHWAY 9E","EUFAULA","OK",74432,"100 Highway 9E, Eufaula, OK 74432","AL"
"328",1980,"831 14TH STREET W","HUNTINGTON","WV",25704,"831 14th St W, Huntington, WV 25704","IN"
"329",1982,"15667 AIRLINE HWY","NORCO","LA",70079,"15667 E Airline Hwy, Norco, LA 70079","LA"
"330",1985,"15060 S GRANT ST","BIXBY","OK",74008,"15060 S Grant St, Bixby, OK 74008","OK"
"331",1987,"5717 GODFREY RD","GODFREY","IL",62035,"5717 Godfrey Rd, Godfrey, IL 62035","IL"
"332",2027,"111 MYBANK DR","JACKSBORO","TX",76458,"111 Mybank Dr, Jacksboro, TX 76458","TX"
"333",2029,"102 EUREKA AVE","BERRYVILLE","AR",72616,"102 Eureka Ave, Berryville, AR 72616","VA"
"334",2037,"160 MT PLEASANT ROAD","WEST NEWTON","PA",15089,"160 Mt Pleasant Rd, West Newton, PA 15089","PA"
"335",2044,"4207 MEDALLION COURT","LOUISVILLE","KY",40219,"4207 Medallion Ct, Louisville, KY 40219","KY"
"336",2048,"1749 HIGHWAY 19 N","THOMASTON","GA",30286,"1749 US-19, Thomaston, GA 30286","GA"
"337",2051,"150 9TH ST","SOMERVILLE","TX",77879,"150 9th St, Somerville, TX 77879","TN"
"338",2057,"2681 SANGAMON AVE","SPRINGFIELD","IL",62702,"2681 E Sangamon Ave, Springfield, IL 62702","TN"
"339",2059,"2451 WATSON BLVD","WARNER ROBINS","GA",31093,"2451 Watson Blvd, Warner Robins, GA 31093","GA"
"340",2060,"3080 CAVE SPRING RD SW","ROME","GA",30161,"3080 Cave Spring Rd SW, Rome, GA 30161","GA"
"341",2061,"604 GENERAL COURTNEY HODGES BL","PERRY","GA",31069,"604 General Courtney Hodges Blvd, Perry, GA 31069","FL"
"342",2064,"650 HWY 98 BYPASS","COLUMBIA","MS",39429,"650 Highway 98 Byp, Columbia, MS 39429","NC"
"343",2076,"1511 LAKE AVE","ASHTABULA","OH",44004,"1511 Lake Ave, Ashtabula, OH 44004","OH"
"344",2078,"405 E LYONS ST","MARISSA","IL",62257,"405 E Lyons St, Marissa, IL 62257","IL"
"345",2085,"700 ELBERT ST","ELBERTON","GA",30635,"700 Elbert St, Elberton, GA 30635","GA"
"346",2095,"2838 PARK AVE","PADUCAH","KY",42001,"2838 Park Ave, Paducah, KY 42001","KY"
"347",2096,"612 PITTSBURGH RD","UNIONTOWN","PA",15401,"612 Pittsburgh Rd, Uniontown, PA 15401","PA"
"348",2098,"708 S GRANT ST","FITZGERALD","GA",31750,"708 S Grant St, Fitzgerald, GA 31750","GA"
"349",2099,"118 HILLCREST PKWY","DUBLIN","GA",31021,"118 Hillcrest Pkwy, Dublin, GA 31021","PA"
"350",2113,"402 W FRANKLIN ST","SYLVESTER","GA",31791,"402 W Franklin St, Sylvester, GA 31791","GA"
"351",2119,"2449 S MAIN ST","FINDLAY","OH",45840,"2449 S Main St, Findlay, OH 45840","OH"
"352",2120,"2619 NASHVILLE RD","BOWLING GREEN","KY",42101,"2619 Nashville Rd, Bowling Green, KY 42101","MO"
"353",2124,"33536 MAIN ST","JONESVILLE","Jonesville,",29353,"Jonesville, SC 29353","SC"
"354",2139,"16 RIVER RD","CELINA","TN",38551,"16 River Rd, Celina, TN 38551","TN"
"355",2146,"6920 TOD AVE SW","WARREN","OH",44481,"6920 Tod Ave SW, Warren, OH 44481","AR"
"356",2147,"821 W WASHINGTON ST","MARSHFIELD","MO",65706,"821 W Washington St, Marshfield, MO 65706","MO"
"357",2149,"6260 AL PHILPOTT HWY","MARTINSVILLE","VA",24112,"6260 A L Philpott Hwy, Martinsville, VA 24112","IN"
"358",2156,"76 CASHIERS SHOPPING CTR","CASHIERS","NC",28717,"76 Cashiers Shopping Ctr, Cashiers, NC 28717","NC"
"359",2160,"222 PRATT ST","STREATOR","IL",61364,"222 Pratt St, Streator, IL 61364","IL"
"360",2180,"7427 3RD STREET ROAD","LOUISVILLE","KY",40214,"7427 3rd Street Rd, Louisville, KY 40214","KY"
"361",2185,"806 RUSSELL RD","COLUMBIA","KY",42728,"806 Russell Rd, Columbia, KY 42728","NC"
"362",2188,"402 OLD HIGHWAY 60 E","HARDINSBURG","KY",40143,"402 Old Highway 60, Hardinsburg, KY 40143","KY"
"363",2189,"427 MAGEE AVE","PATTON","PA",16668,"427 Magee Ave, Patton, PA 16668","PA"
"364",2191,"397 N FRALEY ST","KANE","PA",16735,"397 N Fraley St, Kane, PA 16735","PA"
"365",2202,"1120 S MAIN ST","MONMOUTH","IL",61462,"1120 S Main St, Monmouth, IL 61462","IL"
"366",2213,"21 WAYLON PARKER DR","GREENWOOD","AR",72936,"21 Waylon Parker Dr, Greenwood, AR 72936","AR"
"367",2220,"1551 SH 124","WINNIE","TX",77665,"1551 TX-124, Winnie, TX 77665","TX"
"368",2235,"572 MAIN ST","BROOKVILLE","IN",47012,"572 Main St, Brookville, IN 47012","PA"
"369",2236,"415 S DIXIE HWY","HOOPESTON","IL",60942,"415 S Dixie Hwy, Hoopeston, IL 60942","IL"
"370",2238,"1320 FAYETTE PIKE W","MONTGOMERY","WV",25136,"1320 Fayette Pike W, Montgomery, WV 25136","IL"
"371",2242,"1052 US HWY 65","CARROLLTON","MO",64633,"1052 US-65, Carrollton, MO 64633","KY"
"372",2250,"1702 N GARNETT ST","HENDERSON","NC",27536,"1702 N Garnett St, Henderson, NC 27536","TN"
"373",2256,"492 TAYLORSVILLE RD","TAYLORSVILLE","KY",40071,"492 Taylorsville Rd, Taylorsville, KY 40071","MS"
"374",2269,"553 NORTH US HWY 27","SOMERSET","KY",42503,"553 US-27, Somerset, KY 42503","KY"
"375",2271,"801 HIGHWAY 165 E","DUMAS","AR",71639,"801 US-165, Dumas, AR 71639","TX"
"376",2288,"171 RIVERSIDE DR","CYNTHIANA","KY",41031,"171 Cs-1116, Cynthiana, KY 41031","KY"
"377",2305,"200 E GLENN MILLER DR","CLARINDA","IA",51632,"200 E Glenn Miller Dr, Clarinda, IA 51632","IA"
"378",2311,"1417 E MAIN ST","BROWNSVILLE","TN",38012,"1417 E Main St, Brownsville, TN 38012","TN"
"379",2327,"3333 MANCHESTER RD","AKRON","OH",44319,"3333 Manchester Rd, Akron, OH 44319","OH"
"380",2347,"1537 BRITTAIN ROAD","AKRON","OH",44310,"1537 Brittain Rd, Akron, OH 44310","OH"
"381",2349,"426 N BROAD ST","BAINBRIDGE","GA",39817,"426 N Broad St, Bainbridge, GA 39817","GA"
"382",2366,"1400 TEMPLE AVE N","FAYETTE","AL",35555,"1400 Temple Ave N, Fayette, AL 35555","AL"
"383",2367,"1914 E 10TH ST","JEFFERSONVILLE","IN",47130,"1914 E 10th St, Jeffersonville, IN 47130","IN"
"384",2394,"212 SPARTA RD","NORTH WILKESBORO","NC",28659,"212 Sparta Rd, North Wilkesboro, NC 28659","NC"
"385",2398,"111 N 4TH ST","FOREST CITY","IA",50436,"111 N 4th St, Forest City, IA 50436","IA"
"386",2400,"419 2ND AVE SE","CRESCO","IA",52136,"419 2nd Ave SE, Cresco, IA 52136","IA"
"387",2410,"1000 W STATE ST","SALEM","OH",44460,"1000 W State St, Salem, OH 44460","MO"
"388",2413,"210 S PERRY ST","TITUSVILLE","PA",16354,"210 S Perry St, Titusville, PA 16354","FL"
"389",2422,"22950 SUSSEX HWY","SEAFORD","DE",19973,"22950 Sussex Hwy, Seaford, DE 19973","DE"
"390",2446,"11102 PERRY HWY","MEADVILLE","PA",16335,"11102 Perry Hwy, Meadville, PA 16335","PA"
"391",2447,"110 MCKEAN AVE","CHARLEROI","PA",15022,"110 McKean Ave, Charleroi, PA 15022","PA"
"392",2457,"1 ELM TERRACE","WHEELING","WV",26003,"157 1/2 Elm St, Wheeling, WV 26003","WV"
"393",2460,"2450 LAKE RD STE A","DYERSBURG","TN",38024,"2450 Lake Rd, Dyersburg, TN 38024","TN"
"394",2474,"1001 SPARTA ST","MCMINNVILLE","TN",37110,"1001 Sparta St, McMinnville, TN 37110","TN"
"395",2482,"2501 W MEIGHAN BLVD","GADSDEN","AL",35904,"2501 W Meighan Blvd, Gadsden, AL 35904","AL"
"396",2495,"11137 INDIAN CREEK RD","POUND","VA",24279,"11137 Indian Creek Rd, Pound, VA 24279","VA"
"397",2508,"1901 HENRY ST","GUNTERSVILLE","AL",35976,"1901 Henry St, Guntersville, AL 35976","AL"
"398",2513,"5106 N NAVARRO ST STE B","VICTORIA","TX",77902,"5106 N Navarro St, Victoria, TX 77902","TX"
"399",2517,"123 WALKER ST","LEXINGTON","Lexington,",29072,"Lexington, SC 29072","MO"
"400",2527,"1101 HALL ST","COFFEYVILLE","KS",67337,"1101 Hall St, Coffeyville, KS 67337","KS"
"401",2530,"910 S. GLENSTONE AVE","SPRINGFIELD","MO",65802,"910 S Glenstone Ave, Springfield, MO 65802","TN"
"402",2534,"300 W DIXON BLVD","SHELBY","NC",28152,"300 W Dixon Blvd, Shelby, NC 28152","NC"
"403",2537,"901 S 1ST ST","HIAWATHA","KS",66434,"901 S 1st St, Hiawatha, KS 66434","KS"
"404",2546,"430 S PINE ST","VIVIAN","LA",71082,"430 S Pine St, Vivian, LA 71082","LA"
"405",2556,"3254 S HWY 127","HICKORY","NC",28602,"3254 S Hwy 127, Hickory, NC 28602","NC"
"406",2557,"1105 N FOSSIL ST","RUSSELL","KS",67665,"1105 N Fossil St, Russell, KS 67665","KS"
"407",2558,"1823 CAVE MILL RD","BOWLING GREEN","KY",42104,"1823 Cave Mill Rd, Bowling Green, KY 42104","MO"
"408",2559,"7477 ADMIRAL PEARY HWY","CRESSON","PA",16630,"7477 Admiral Peary Hwy, Cresson, PA 16630","PA"
"409",2572,"2312 BILLY NANCE BLVD","CLIFTON","TN",38425,"2312 Billy Nance Blvd, Clifton, TN 38425","TN"
"410",2576,"507 SE LINDSEY ST","HOXIE","AR",72433,"507 SE Lindsey St, Hoxie, AR 72433","AR"
"411",2585,"102 N CHURCH ST","GIBSON CITY","IL",60936,"102 N Church St, Gibson City, IL 60936","IL"
"412",2586,"1704 N LYNN RIGGS BLVD","CLAREMORE","OK",74017,"1704 N Lynn Riggs Blvd, Claremore, OK 74017","OK"
"413",2587,"EAST GATE S/C RTE 52","KERMIT","WV",25674,"East Gate S/C Rte 52, Kermit, WV 25674","TX"
"414",2595,"2724 MURFREESBORO PIKE","ANTIOCH","TN",37013,"2724 Murfreesboro Pike, Antioch, TN 37013","TN"
"415",2603,"2125 MALCOLM AVE","NEWPORT","AR",72112,"2125 Malcolm Ave, Newport, AR 72112","TN"
"416",2608,"1623B E HWY 66","EL RENO","OK",73036,"1623b Rte 66, El Reno, OK 73036","OK"
"417",2614,"5855 FORT CAROLINE RD","JACKSONVILLE","FL",32277,"5855 Fort Caroline Rd, Jacksonville, FL 32277","FL"
"418",2618,"3050 BREMEN MT ZION RD","BREMEN","GA",30110,"3050 Music Mill Rd, Bremen, GA 30110","IN"
"419",2621,"708 W BROADWAY","LOOGOOTEE","IN",47553,"708 W Broadway St, Loogootee, IN 47553","IN"
"420",2630,"279 N STATE ROUTE 2","NEW MARTINSVILLE","WV",26155,"279 WV-2, New Martinsville, WV 26155","WV"
"421",2633,"1609 E MAIN ST","MOUNTAIN VIEW","AR",72560,"1609 E Main St, Mountain View, AR 72560","AR"
"422",2638,"4305 FORT HENRY DR","KINGSPORT","TN",37663,"4305 Fort Henry Dr, Kingsport, TN 37663","TN"
"423",2640,"10306 DUNBARTON BLVD","BARNWELL","SC",29812,"10306 Dunbarton Blvd, Barnwell, SC 29812","SC"
"424",2643,"500 PINE HOLLOW RD","MCKEES ROCKS","PA",15136,"500 Pine Hollow Rd, McKees Rocks, PA 15136","PA"
"425",2644,"3644 MAIN ST","WEIRTON","WV",26062,"3644 Main St, Weirton, WV 26062","WV"
"426",2651,"207 HIGHWAY 5 S","VERSAILLES","MO",65084,"207 MO-5, Versailles, MO 65084","KY"
"427",2654,"131 W ELKHORN ST","ELKHORN CITY","KY",41522,"131 Elkhorn St, Elkhorn City, KY 41522","KY"
"428",2667,"2920 MILITARY AVE","BAXTER SPRINGS","KS",66713,"2920 Military Ave, Baxter Springs, KS 66713","KS"
"429",2674,"514 S 1ST ST","MADILL","OK",73446,"514 S 1st St, Madill, OK 73446","OK"
"430",2675,"1350 S NC 16 HWY","NEWTON","NC",28658,"1350 NC-16, Newton, NC 28658","KS"
"431",2683,"1906 S BURNSIDE AVE","GONZALES","LA",70737,"1906 S Burnside Ave, Gonzales, LA 70737","LA"
"432",2690,"6201 W. HIGHWAY 146","CRESTWOOD","KY",40014,"6201 KY-146, Crestwood, KY 40014","KY"
"433",2706,"223 COLYAR ST","TRACY CITY","TN",37387,"223 Colyar St, Tracy City, TN 37387","TN"
"434",2710,"1396 S LAUREL RD","LONDON","KY",40744,"1396 S Laurel Rd, London, KY 40744","KY"
"435",2711,"2696 ELLWOOD RD","NEW CASTLE","PA",16101,"2696 Ellwood Rd, New Castle, PA 16101","IN"
"436",2713,"2017 N FRAZIER ST","CONROE","TX",77301,"2017 N Frazier St, Conroe, TX 77301","TX"
"437",2714,"2344 WASHINGTON RD","AUGUSTA","GA",30904,"2344 Washington Rd, Augusta, GA 30904","AR"
"438",2718,"1841 MONMOUTH ST","NEWPORT","KY",41071,"1841 Monmouth St, Newport, KY 41071","TN"
"439",2721,"655 E PERSHING RD","DECATUR","IL",62526,"655 E Pershing Rd, Decatur, IL 62526","IL"
"440",2726,"2814 STUARTS DRAFT HWY","STUARTS DRAFT","VA",24477,"2814 Stuarts Draft Hwy, Stuarts Draft, VA 24477","VA"
"441",2727,"1701 3RD AVE E","OSKALOOSA","IA",52577,"1701 3rd Ave E, Oskaloosa, IA 52577","IA"
"442",2733,"2100 STATE HIGHWAY 16 S","GRAHAM","TX",76450,"2100 TX-16, Graham, TX 76450","TX"
"443",2734,"2341 DECHERD BLVD","DECHERD","TN",37324,"2341 Decherd Blvd, Decherd, TN 37324","TN"
"444",2737,"4750 FINLAY ST","RICHMOND","VA",23231,"4750 Finlay St, Richmond, VA 23231","KY"
"445",2740,"2115 GAUSE BLVD E","SLIDELL","LA",70461,"2115 Gause Blvd E, Slidell, LA 70461","LA"
"446",2744,"1212 WEST 7TH ST","WAYNE","NE",68787,"1212 W 7th St, Wayne, NE 68787","WV"
"447",2746,"2020 K STREET","FAIRBURY","NE",68352,"2020 K St, Fairbury, NE 68352","NE"
"448",2752,"2747 BOULEVARD PLZ","WICHITA","KS",67211,"2747 Boulevard Plaza, Wichita, KS 67211","KS"
"449",2753,"1103 EAST SOUTH STREET","HASTINGS","NE",68901,"1103 E South St, Hastings, NE 68901","NE"
"450",2755,"240 S MARKET ST","MOUNT CARMEL","IL",62863,"240 S Market St, Mt Carmel, IL 62863","IL"
"451",2756,"840 E PLAZA DR","CARROLL","IA",51401,"840 Plaza Dr, Carroll, IA 51401","IA"
"452",2760,"2131 S WEINBACH AVE","EVANSVILLE","IN",47714,"2131 S Weinbach Ave, Evansville, IN 47714","IN"
"453",2767,"105 HWY 117","BURGAW","NC",28425,"105 Hwy 117, Burgaw, NC 28425","NC"
"454",2769,"380 S JAMES ST","JACKSONVILLE","AR",72076,"380 S James St, Jacksonville, AR 72076","FL"
"455",2775,"9004 SR 14","STREETSBORO","OH",44241,"9004 OH-14, Streetsboro, OH 44241","OH"
"456",2777,"104 E MAIN ST","BERNE","IN",46711,"104 E Main St, Berne, IN 46711","IN"
"457",2778,"1200 1ST ST W","HICKORY","NC",28613,"1200 1st St W, Conover, NC 28613","NC"
"458",2788,"1410 WEST 8TH AVENUE","PLATTSMOUTH","NE",68048,"1410 8th Ave, Plattsmouth, NE 68048","NE"
"459",2789,"340 W HWY 77","NEWBERN","TN",38059,"340 TN-77, Newbern, TN 38059","TN"
"460",2790,"1303 SW 30TH ST","LAWTON","OK",73505,"1303 SW 30th St, Lawton, OK 73505","OK"
